"Notes","State","State Code","Year","Year Code","OE Gestational Age 10","OE Gestational Age 10 Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births,Average Birth Weight
,"West Virginia","54","2018","2018","32 - 35 weeks","04","2500 - 2999 grams","06",231,2731.50
,"West Virginia","54","2018","2018","32 - 35 weeks","04","3000 - 3499 grams","07",63,3189.63
,"West Virginia","54","2018","2018","32 - 35 weeks","04","3500 - 3999 grams","08",13,3687.54
,"West Virginia","54","2018","2018","36 weeks","05","1500 - 1999 grams","04",33,1826.27
,"West Virginia","54","2018","2018","36 weeks","05","2000 - 2499 grams","05",204,2298.01
,"West Virginia","54","2018","2018","36 weeks","05","2500 - 2999 grams","06",391,2748.97
,"West Virginia","54","2018","2018","36 weeks","05","3000 - 3499 grams","07",174,3193.49
,"West Virginia","54","2018","2018","36 weeks","05","3500 - 3999 grams","08",50,3679.70
,"West Virginia","54","2018","2018","36 weeks","05","4000 - 4499 grams","09",11,4179.00
,"West Virginia","54","2018","2018","37 - 39 weeks","06","1500 - 1999 grams","04",31,1819.26
,"West Virginia","54","2018","2018","37 - 39 weeks","06","2000 - 2499 grams","05",451,2329.53
,"West Virginia","54","2018","2018","37 - 39 weeks","06","2500 - 2999 grams","06",2655,2803.21
,"West Virginia","54","2018","2018","37 - 39 weeks","06","3000 - 3499 grams","07",5350,3249.17
,"West Virginia","54","2018","2018","37 - 39 weeks","06","3500 - 3999 grams","08",3289,3708.82
,"West Virginia","54","2018","2018","37 - 39 weeks","06","4000 - 4499 grams","09",729,4183.38
,"West Virginia","54","2018","2018","37 - 39 weeks","06","4500 - 4999 grams","10",123,4648.38
,"West Virginia","54","2018","2018","37 - 39 weeks","06","5000 - 8165 grams","11",20,5253.05
,"West Virginia","54","2018","2018","40 weeks","07","2000 - 2499 grams","05",14,2308.21
,"West Virginia","54","2018","2018","40 weeks","07","2500 - 2999 grams","06",208,2841.63
,"West Virginia","54","2018","2018","40 weeks","07","3000 - 3499 grams","07",1091,3280.89
,"West Virginia","54","2018","2018","40 weeks","07","3500 - 3999 grams","08",1033,3725.59
,"West Virginia","54","2018","2018","40 weeks","07","4000 - 4499 grams","09",307,4172.01
,"West Virginia","54","2018","2018","40 weeks","07","4500 - 4999 grams","10",36,4660.53
,"West Virginia","54","2018","2018","41 weeks","08","2500 - 2999 grams","06",46,2863.13
,"West Virginia","54","2018","2018","41 weeks","08","3000 - 3499 grams","07",235,3297.57
,"West Virginia","54","2018","2018","41 weeks","08","3500 - 3999 grams","08",312,3737.61
,"West Virginia","54","2018","2018","41 weeks","08","4000 - 4499 grams","09",97,4212.54
,"West Virginia","54","2018","2018","41 weeks","08","4500 - 4999 grams","10",15,4645.33
,"West Virginia","54","2018","2018","42 weeks or more","09","3000 - 3499 grams","07",10,3225.60
,"West Virginia","54","2018","2018","42 weeks or more","09","3500 - 3999 grams","08",13,3730.46
,"West Virginia","54","2019","2019","20 - 27 weeks","02","499 grams or less","01",24,398.33
,"West Virginia","54","2019","2019","20 - 27 weeks","02","500 - 999 grams","02",75,735.99
,"West Virginia","54","2019","2019","20 - 27 weeks","02","1000 - 1499 grams","03",15,1083.67
,"West Virginia","54","2019","2019","28 - 31 weeks","03","500 - 999 grams","02",17,873.71
,"West Virginia","54","2019","2019","28 - 31 weeks","03","1000 - 1499 grams","03",107,1279.94
,"West Virginia","54","2019","2019","28 - 31 weeks","03","1500 - 1999 grams","04",75,1715.81
,"West Virginia","54","2019","2019","32 - 35 weeks","04","1000 - 1499 grams","03",36,1382.44
,"West Virginia","54","2019","2019","32 - 35 weeks","04","1500 - 1999 grams","04",217,1802.22
,"West Virginia","54","2019","2019","32 - 35 weeks","04","2000 - 2499 grams","05",395,2252.82
,"West Virginia","54","2019","2019","32 - 35 weeks","04","2500 - 2999 grams","06",249,2707.12
,"West Virginia","54","2019","2019","32 - 35 weeks","04","3000 - 3499 grams","07",69,3172.00
,"West Virginia","54","2019","2019","32 - 35 weeks","04","3500 - 3999 grams","08",22,3652.00
,"West Virginia","54","2019","2019","36 weeks","05","1500 - 1999 grams","04",27,1852.33
,"West Virginia","54","2019","2019","36 weeks","05","2000 - 2499 grams","05",217,2306.35
,"West Virginia","54","2019","2019","36 weeks","05","2500 - 2999 grams","06",422,2738.07
,"West Virginia","54","2019","2019","36 weeks","05","3000 - 3499 grams","07",210,3197.75
,"West Virginia","54","2019","2019","36 weeks","05","3500 - 3999 grams","08",64,3664.08
,"West Virginia","54","2019","2019","37 - 39 weeks","06","1500 - 1999 grams","04",43,1807.30
,"West Virginia","54","2019","2019","37 - 39 weeks","06","2000 - 2499 grams","05",486,2350.30
,"West Virginia","54","2019","2019","37 - 39 weeks","06","2500 - 2999 grams","06",2800,2800.26
,"West Virginia","54","2019","2019","37 - 39 weeks","06","3000 - 3499 grams","07",5420,3250.69
,"West Virginia","54","2019","2019","37 - 39 weeks","06","3500 - 3999 grams","08",3255,3702.24
,"West Virginia","54","2019","2019","37 - 39 weeks","06","4000 - 4499 grams","09",729,4177.37
,"West Virginia","54","2019","2019","37 - 39 weeks","06","4500 - 4999 grams","10",101,4649.42
,"West Virginia","54","2019","2019","37 - 39 weeks","06","5000 - 8165 grams","11",14,5412.36
,"West Virginia","54","2019","2019","40 weeks","07","2000 - 2499 grams","05",18,2325.61
,"West Virginia","54","2019","2019","40 weeks","07","2500 - 2999 grams","06",199,2843.80
,"West Virginia","54","2019","2019","40 weeks","07","3000 - 3499 grams","07",964,3280.68
,"West Virginia","54","2019","2019","40 weeks","07","3500 - 3999 grams","08",920,3721.66
,"West Virginia","54","2019","2019","40 weeks","07","4000 - 4499 grams","09",270,4174.07
,"West Virginia","54","2019","2019","40 weeks","07","4500 - 4999 grams","10",35,4649.17
,"West Virginia","54","2019","2019","41 weeks","08","2500 - 2999 grams","06",24,2803.67
,"West Virginia","54","2019","2019","41 weeks","08","3000 - 3499 grams","07",197,3279.62
,"West Virginia","54","2019","2019","41 weeks","08","3500 - 3999 grams","08",228,3730.94
,"West Virginia","54","2019","2019","41 weeks","08","4000 - 4499 grams","09",89,4182.79
,"West Virginia","54","2019","2019","41 weeks","08","4500 - 4999 grams","10",13,4642.15
,"West Virginia","54","2019","2019","42 weeks or more","09","3500 - 3999 grams","08",12,3816.58
,"West Virginia","54","2020","2020","20 - 27 weeks","02","499 grams or less","01",19,391.47
,"West Virginia","54","2020","2020","20 - 27 weeks","02","500 - 999 grams","02",75,719.97
,"West Virginia","54","2020","2020","20 - 27 weeks","02","1000 - 1499 grams","03",15,1167.67
,"West Virginia","54","2020","2020","28 - 31 weeks","03","500 - 999 grams","02",14,903.57
,"West Virginia","54","2020","2020","28 - 31 weeks","03","1000 - 1499 grams","03",69,1253.48
,"West Virginia","54","2020","2020","28 - 31 weeks","03","1500 - 1999 grams","04",58,1671.98
,"West Virginia","54","2020","2020","32 - 35 weeks","04","1000 - 1499 grams","03",48,1352.15
,"West Virginia","54","2020","2020","32 - 35 weeks","04","1500 - 1999 grams","04",192,1795.72
,"West Virginia","54","2020","2020","32 - 35 weeks","04","2000 - 2499 grams","05",379,2249.25
,"West Virginia","54","2020","2020","32 - 35 weeks","04","2500 - 2999 grams","06",224,2703.63
,"West Virginia","54","2020","2020","32 - 35 weeks","04","3000 - 3499 grams","07",57,3177.61
,"West Virginia","54","2020","2020","32 - 35 weeks","04","3500 - 3999 grams","08",20,3735.85
,"West Virginia","54","2020","2020","36 weeks","05","1500 - 1999 grams","04",19,1816.11
,"West Virginia","54","2020","2020","36 weeks","05","2000 - 2499 grams","05",207,2305.58
,"West Virginia","54","2020","2020","36 weeks","05","2500 - 2999 grams","06",395,2750.28
,"West Virginia","54","2020","2020","36 weeks","05","3000 - 3499 grams","07",193,3196.47
,"West Virginia","54","2020","2020","36 weeks","05","3500 - 3999 grams","08",65,3712.85
,"West Virginia","54","2020","2020","37 - 39 weeks","06","1500 - 1999 grams","04",21,1876.05
,"West Virginia","54","2020","2020","37 - 39 weeks","06","2000 - 2499 grams","05",458,2331.25
,"West Virginia","54","2020","2020","37 - 39 weeks","06","2500 - 2999 grams","06",2531,2802.63
,"West Virginia","54","2020","2020","37 - 39 weeks","06","3000 - 3499 grams","07",5317,3248.69
,"West Virginia","54","2020","2020","37 - 39 weeks","06","3500 - 3999 grams","08",3265,3707.38
,"West Virginia","54","2020","2020","37 - 39 weeks","06","4000 - 4499 grams","09",766,4184.28
,"West Virginia","54","2020","2020","37 - 39 weeks","06","4500 - 4999 grams","10",116,4650.25
,"West Virginia","54","2020","2020","37 - 39 weeks","06","5000 - 8165 grams","11",21,5313.10
,"West Virginia","54","2020","2020","40 weeks","07","2000 - 2499 grams","05",11,2297.55
,"West Virginia","54","2020","2020","40 weeks","07","2500 - 2999 grams","06",187,2846.54
,"West Virginia","54","2020","2020","40 weeks","07","3000 - 3499 grams","07",878,3288.74
,"West Virginia","54","2020","2020","40 weeks","07","3500 - 3999 grams","08",814,3713.76
,"West Virginia","54","2020","2020","40 weeks","07","4000 - 4499 grams","09",231,4170.29
,"West Virginia","54","2020","2020","40 weeks","07","4500 - 4999 grams","10",28,4638.11
,"West Virginia","54","2020","2020","41 weeks","08","2500 - 2999 grams","06",33,2858.39
,"West Virginia","54","2020","2020","41 weeks","08","3000 - 3499 grams","07",174,3291.59
,"West Virginia","54","2020","2020","41 weeks","08","3500 - 3999 grams","08",231,3742.90
,"West Virginia","54","2020","2020","41 weeks","08","4000 - 4499 grams","09",107,4200.87
,"West Virginia","54","2020","2020","41 weeks","08","4500 - 4999 grams","10",12,4642.50
,"West Virginia","54","2021","2021","20 - 27 weeks","02","499 grams or less","01",19,403.74
,"West Virginia","54","2021","2021","20 - 27 weeks","02","500 - 999 grams","02",57,719.68
,"West Virginia","54","2021","2021","20 - 27 weeks","02","1000 - 1499 grams","03",16,1181.75
,"West Virginia","54","2021","2021","28 - 31 weeks","03","500 - 999 grams","02",24,877.12
,"West Virginia","54","2021","2021","28 - 31 weeks","03","1000 - 1499 grams","03",80,1234.72
,"West Virginia","54","2021","2021","28 - 31 weeks","03","1500 - 1999 grams","04",70,1684.94
,"West Virginia","54","2021","2021","28 - 31 weeks","03","2000 - 2499 grams","05",12,2155.75
,"West Virginia","54","2021","2021","32 - 35 weeks","04","1000 - 1499 grams","03",31,1349.94
,"West Virginia","54","2021","2021","32 - 35 weeks","04","1500 - 1999 grams","04",194,1792.14
,"West Virginia","54","2021","2021","32 - 35 weeks","04","2000 - 2499 grams","05",432,2245.84
,"West Virginia","54","2021","2021","32 - 35 weeks","04","2500 - 2999 grams","06",250,2692.47
,"West Virginia","54","2021","2021","32 - 35 weeks","04","3000 - 3499 grams","07",85,3197.12
,"West Virginia","54","2021","2021","32 - 35 weeks","04","3500 - 3999 grams","08",20,3728.55
,"West Virginia","54","2021","2021","36 weeks","05","1500 - 1999 grams","04",28,1844.21
,"West Virginia","54","2021","2021","36 weeks","05","2000 - 2499 grams","05",186,2307.23
,"West Virginia","54","2021","2021","36 weeks","05","2500 - 2999 grams","06",397,2747.62
,"West Virginia","54","2021","2021","36 weeks","05","3000 - 3499 grams","07",220,3195.67
,"West Virginia","54","2021","2021","36 weeks","05","3500 - 3999 grams","08",40,3690.90
,"West Virginia","54","2021","2021","36 weeks","05","4000 - 4499 grams","09",14,4219.79
,"West Virginia","54","2021","2021","37 - 39 weeks","06","1500 - 1999 grams","04",34,1850.62
,"West Virginia","54","2021","2021","37 - 39 weeks","06","2000 - 2499 grams","05",465,2344.21
,"West Virginia","54","2021","2021","37 - 39 weeks","06","2500 - 2999 grams","06",2578,2806.49
,"West Virginia","54","2021","2021","37 - 39 weeks","06","3000 - 3499 grams","07",5272,3249.33
,"West Virginia","54","2021","2021","37 - 39 weeks","06","3500 - 3999 grams","08",3216,3703.72
,"West Virginia","54","2021","2021","37 - 39 weeks","06","4000 - 4499 grams","09",716,4181.01
,"West Virginia","54","2021","2021","37 - 39 weeks","06","4500 - 4999 grams","10",113,4656.35
,"West Virginia","54","2021","2021","37 - 39 weeks","06","5000 - 8165 grams","11",13,5400.38
,"West Virginia","54","2021","2021","40 weeks","07","2000 - 2499 grams","05",12,2365.25
,"West Virginia","54","2021","2021","40 weeks","07","2500 - 2999 grams","06",183,2850.78
,"West Virginia","54","2021","2021","40 weeks","07","3000 - 3499 grams","07",777,3276.71
,"West Virginia","54","2021","2021","40 weeks","07","3500 - 3999 grams","08",812,3719.17
,"West Virginia","54","2021","2021","40 weeks","07","4000 - 4499 grams","09",240,4182.23
,"West Virginia","54","2021","2021","40 weeks","07","4500 - 4999 grams","10",28,4658.07
,"West Virginia","54","2021","2021","41 weeks","08","2500 - 2999 grams","06",20,2855.95
,"West Virginia","54","2021","2021","41 weeks","08","3000 - 3499 grams","07",141,3283.30
,"West Virginia","54","2021","2021","41 weeks","08","3500 - 3999 grams","08",239,3729.31
,"West Virginia","54","2021","2021","41 weeks","08","4000 - 4499 grams","09",77,4189.08
,"West Virginia","54","2021","2021","41 weeks","08","4500 - 4999 grams","10",11,4711.27
,"West Virginia","54","2022","2022","20 - 27 weeks","02","499 grams or less","01",25,394.04
,"West Virginia","54","2022","2022","20 - 27 weeks","02","500 - 999 grams","02",63,732.14
,"West Virginia","54","2022","2022","20 - 27 weeks","02","1000 - 1499 grams","03",16,1147.25
,"West Virginia","54","2022","2022","28 - 31 weeks","03","500 - 999 grams","02",20,890.40
,"West Virginia","54","2022","2022","28 - 31 weeks","03","1000 - 1499 grams","03",80,1222.20
,"West Virginia","54","2022","2022","28 - 31 weeks","03","1500 - 1999 grams","04",73,1721.40
,"West Virginia","54","2022","2022","32 - 35 weeks","04","1000 - 1499 grams","03",30,1325.03
,"West Virginia","54","2022","2022","32 - 35 weeks","04","1500 - 1999 grams","04",205,1792.41
,"West Virginia","54","2022","2022","32 - 35 weeks","04","2000 - 2499 grams","05",413,2263.13
,"West Virginia","54","2022","2022","32 - 35 weeks","04","2500 - 2999 grams","06",261,2708.28
,"West Virginia","54","2022","2022","32 - 35 weeks","04","3000 - 3499 grams","07",79,3183.68
,"West Virginia","54","2022","2022","32 - 35 weeks","04","3500 - 3999 grams","08",17,3695.41
,"West Virginia","54","2022","2022","36 weeks","05","1500 - 1999 grams","04",28,1804.82
,"West Virginia","54","2022","2022","36 weeks","05","2000 - 2499 grams","05",202,2294.96
,"West Virginia","54","2022","2022","36 weeks","05","2500 - 2999 grams","06",384,2731.97
,"West Virginia","54","2022","2022","36 weeks","05","3000 - 3499 grams","07",221,3219.22
,"West Virginia","54","2022","2022","36 weeks","05","3500 - 3999 grams","08",38,3689.29
,"West Virginia","54","2022","2022","36 weeks","05","4000 - 4499 grams","09",14,4187.07
,"West Virginia","54","2022","2022","37 - 39 weeks","06","1500 - 1999 grams","04",32,1838.19
,"West Virginia","54","2022","2022","37 - 39 weeks","06","2000 - 2499 grams","05",472,2337.66
,"West Virginia","54","2022","2022","37 - 39 weeks","06","2500 - 2999 grams","06",2575,2800.16
,"West Virginia","54","2022","2022","37 - 39 weeks","06","3000 - 3499 grams","07",5122,3245.93
,"West Virginia","54","2022","2022","37 - 39 weeks","06","3500 - 3999 grams","08",3090,3703.73
,"West Virginia","54","2022","2022","37 - 39 weeks","06","4000 - 4499 grams","09",668,4169.34
,"West Virginia","54","2022","2022","37 - 39 weeks","06","4500 - 4999 grams","10",105,4657.71
,"West Virginia","54","2022","2022","37 - 39 weeks","06","5000 - 8165 grams","11",15,5329.33
,"West Virginia","54","2022","2022","40 weeks","07","2500 - 2999 grams","06",185,2858.83
,"West Virginia","54","2022","2022","40 weeks","07","3000 - 3499 grams","07",831,3278.01
,"West Virginia","54","2022","2022","40 weeks","07","3500 - 3999 grams","08",863,3717.92
,"West Virginia","54","2022","2022","40 weeks","07","4000 - 4499 grams","09",249,4188.56
,"West Virginia","54","2022","2022","40 weeks","07","4500 - 4999 grams","10",27,4637.00
,"West Virginia","54","2022","2022","41 weeks","08","2500 - 2999 grams","06",33,2838.94
,"West Virginia","54","2022","2022","41 weeks","08","3000 - 3499 grams","07",122,3289.07
,"West Virginia","54","2022","2022","41 weeks","08","3500 - 3999 grams","08",208,3729.77
,"West Virginia","54","2022","2022","41 weeks","08","4000 - 4499 grams","09",72,4177.33
,"West Virginia","54","2022","2022","41 weeks","08","4500 - 4999 grams","10",10,4662.00
,"West Virginia","54","2022","2022","42 weeks or more","09","3500 - 3999 grams","08",10,3802.70
,"West Virginia","54","2022","2022","42 weeks or more","09","4000 - 4499 grams","09",13,4212.00
,"West Virginia","54","2023","2023","20 - 27 weeks","02","499 grams or less","01",11,402.55
,"West Virginia","54","2023","2023","20 - 27 weeks","02","500 - 999 grams","02",58,710.10
,"West Virginia","54","2023","2023","20 - 27 weeks","02","1000 - 1499 grams","03",23,1121.78
,"West Virginia","54","2023","2023","28 - 31 weeks","03","500 - 999 grams","02",22,860.91
,"West Virginia","54","2023","2023","28 - 31 weeks","03","1000 - 1499 grams","03",91,1264.49
,"West Virginia","54","2023","2023","28 - 31 weeks","03","1500 - 1999 grams","04",47,1654.51
,"West Virginia","54","2023","2023","32 - 35 weeks","04","1000 - 1499 grams","03",31,1327.10
,"West Virginia","54","2023","2023","32 - 35 weeks","04","1500 - 1999 grams","04",216,1799.32
,"West Virginia","54","2023","2023","32 - 35 weeks","04","2000 - 2499 grams","05",420,2254.75
,"West Virginia","54","2023","2023","32 - 35 weeks","04","2500 - 2999 grams","06",227,2704.01
,"West Virginia","54","2023","2023","32 - 35 weeks","04","3000 - 3499 grams","07",77,3189.43
,"West Virginia","54","2023","2023","32 - 35 weeks","04","3500 - 3999 grams","08",14,3736.29
,"West Virginia","54","2023","2023","36 weeks","05","1500 - 1999 grams","04",14,1844.07
,"West Virginia","54","2023","2023","36 weeks","05","2000 - 2499 grams","05",173,2311.12
,"West Virginia","54","2023","2023","36 weeks","05","2500 - 2999 grams","06",427,2743.72
,"West Virginia","54","2023","2023","36 weeks","05","3000 - 3499 grams","07",226,3203.65
,"West Virginia","54","2023","2023","36 weeks","05","3500 - 3999 grams","08",49,3679.53
,"West Virginia","54","2023","2023","36 weeks","05","4000 - 4499 grams","09",11,4200.73
,"West Virginia","54","2023","2023","37 - 39 weeks","06","1500 - 1999 grams","04",33,1846.88
,"West Virginia","54","2023","2023","37 - 39 weeks","06","2000 - 2499 grams","05",453,2351.27
,"West Virginia","54","2023","2023","37 - 39 weeks","06","2500 - 2999 grams","06",2591,2808.96
,"West Virginia","54","2023","2023","37 - 39 weeks","06","3000 - 3499 grams","07",5060,3248.50
,"West Virginia","54","2023","2023","37 - 39 weeks","06","3500 - 3999 grams","08",3058,3703.66
,"West Virginia","54","2023","2023","37 - 39 weeks","06","4000 - 4499 grams","09",664,4175.90
,"West Virginia","54","2023","2023","37 - 39 weeks","06","4500 - 4999 grams","10",82,4665.23
,"West Virginia","54","2023","2023","37 - 39 weeks","06","5000 - 8165 grams","11",10,5231.70
,"West Virginia","54","2023","2023","40 weeks","07","2000 - 2499 grams","05",11,2401.73
,"West Virginia","54","2023","2023","40 weeks","07","2500 - 2999 grams","06",148,2838.99
,"West Virginia","54","2023","2023","40 weeks","07","3000 - 3499 grams","07",815,3279.43
,"West Virginia","54","2023","2023","40 weeks","07","3500 - 3999 grams","08",797,3720.12
,"West Virginia","54","2023","2023","40 weeks","07","4000 - 4499 grams","09",235,4176.03
,"West Virginia","54","2023","2023","40 weeks","07","4500 - 4999 grams","10",26,4629.62
,"West Virginia","54","2023","2023","41 weeks","08","2500 - 2999 grams","06",18,2808.78
,"West Virginia","54","2023","2023","41 weeks","08","3000 - 3499 grams","07",126,3269.91
,"West Virginia","54","2023","2023","41 weeks","08","3500 - 3999 grams","08",179,3729.29
,"West Virginia","54","2023","2023","41 weeks","08","4000 - 4499 grams","09",59,4193.22
,"West Virginia","54","2023","2023","41 weeks","08","4500 - 4999 grams","10",11,4621.91
,"West Virginia","54","2023","2023","42 weeks or more","09","3500 - 3999 grams","08",12,3790.83
,"West Virginia","54","2023","2023","42 weeks or more","09","4000 - 4499 grams","09",10,4213.30
,"Wisconsin","55","2014","2014","Under 20 weeks","01","Unknown or Not Stated","12",14,Not Applicable
,"Wisconsin","55","2014","2014","20 - 27 weeks","02","499 grams or less","01",85,392.72
,"Wisconsin","55","2014","2014","20 - 27 weeks","02","500 - 999 grams","02",255,742.25
,"Wisconsin","55","2014","2014","20 - 27 weeks","02","1000 - 1499 grams","03",49,1120.63
,"Wisconsin","55","2014","2014","28 - 31 weeks","03","500 - 999 grams","02",70,860.07
,"Wisconsin","55","2014","2014","28 - 31 weeks","03","1000 - 1499 grams","03",268,1256.62
,"Wisconsin","55","2014","2014","28 - 31 weeks","03","1500 - 1999 grams","04",180,1685.13
,"Wisconsin","55","2014","2014","28 - 31 weeks","03","2000 - 2499 grams","05",31,2165.68
,"Wisconsin","55","2014","2014","32 - 35 weeks","04","1000 - 1499 grams","03",120,1342.66
,"Wisconsin","55","2014","2014","32 - 35 weeks","04","1500 - 1999 grams","04",579,1807.18
,"Wisconsin","55","2014","2014","32 - 35 weeks","04","2000 - 2499 grams","05",1164,2253.64
,"Wisconsin","55","2014","2014","32 - 35 weeks","04","2500 - 2999 grams","06",660,2710.17
,"Wisconsin","55","2014","2014","32 - 35 weeks","04","3000 - 3499 grams","07",159,3171.00
,"Wisconsin","55","2014","2014","32 - 35 weeks","04","3500 - 3999 grams","08",36,3695.14
,"Wisconsin","55","2014","2014","36 weeks","05","1500 - 1999 grams","04",87,1852.10
,"Wisconsin","55","2014","2014","36 weeks","05","2000 - 2499 grams","05",558,2307.13
,"Wisconsin","55","2014","2014","36 weeks","05","2500 - 2999 grams","06",1088,2748.49
,"Wisconsin","55","2014","2014","36 weeks","05","3000 - 3499 grams","07",567,3193.57
,"Wisconsin","55","2014","2014","36 weeks","05","3500 - 3999 grams","08",119,3667.40
,"Wisconsin","55","2014","2014","36 weeks","05","4000 - 4499 grams","09",17,4154.00
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","1500 - 1999 grams","04",73,1851.29
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","2000 - 2499 grams","05",1279,2345.51
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","2500 - 2999 grams","06",7607,2804.92
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","3000 - 3499 grams","07",16995,3254.40
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","3500 - 3999 grams","08",11172,3709.12
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","4000 - 4499 grams","09",2706,4185.74
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","4500 - 4999 grams","10",387,4668.07
,"Wisconsin","55","2014","2014","37 - 39 weeks","06","5000 - 8165 grams","11",62,5193.82
,"Wisconsin","55","2014","2014","40 weeks","07","2000 - 2499 grams","05",58,2384.33
,"Wisconsin","55","2014","2014","40 weeks","07","2500 - 2999 grams","06",1126,2847.62
,"Wisconsin","55","2014","2014","40 weeks","07","3000 - 3499 grams","07",5766,3283.68
,"Wisconsin","55","2014","2014","40 weeks","07","3500 - 3999 grams","08",6182,3728.09
,"Wisconsin","55","2014","2014","40 weeks","07","4000 - 4499 grams","09",1997,4192.51
,"Wisconsin","55","2014","2014","40 weeks","07","4500 - 4999 grams","10",267,4653.76
,"Wisconsin","55","2014","2014","40 weeks","07","5000 - 8165 grams","11",20,5162.85
,"Wisconsin","55","2014","2014","41 weeks","08","2500 - 2999 grams","06",222,2850.75
,"Wisconsin","55","2014","2014","41 weeks","08","3000 - 3499 grams","07",1433,3286.08
,"Wisconsin","55","2014","2014","41 weeks","08","3500 - 3999 grams","08",2101,3737.54
,"Wisconsin","55","2014","2014","41 weeks","08","4000 - 4499 grams","09",889,4193.20
,"Wisconsin","55","2014","2014","41 weeks","08","4500 - 4999 grams","10",172,4676.76
,"Wisconsin","55","2014","2014","41 weeks","08","5000 - 8165 grams","11",19,5286.53
,"Wisconsin","55","2014","2014","42 weeks or more","09","2500 - 2999 grams","06",13,2815.15
,"Wisconsin","55","2014","2014","42 weeks or more","09","3000 - 3499 grams","07",75,3294.07
,"Wisconsin","55","2014","2014","42 weeks or more","09","3500 - 3999 grams","08",145,3770.32
,"Wisconsin","55","2014","2014","42 weeks or more","09","4000 - 4499 grams","09",67,4192.76
,"Wisconsin","55","2014","2014","42 weeks or more","09","4500 - 4999 grams","10",11,4624.82
,"Wisconsin","55","2014","2014","Unknown or Not Stated","10","2500 - 2999 grams","06",19,2829.53
,"Wisconsin","55","2014","2014","Unknown or Not Stated","10","3000 - 3499 grams","07",52,3232.48
,"Wisconsin","55","2014","2014","Unknown or Not Stated","10","3500 - 3999 grams","08",23,3699.48
,"Wisconsin","55","2015","2015","Under 20 weeks","01","Unknown or Not Stated","12",22,Not Applicable
,"Wisconsin","55","2015","2015","20 - 27 weeks","02","499 grams or less","01",89,398.30
,"Wisconsin","55","2015","2015","20 - 27 weeks","02","500 - 999 grams","02",258,733.13
,"Wisconsin","55","2015","2015","20 - 27 weeks","02","1000 - 1499 grams","03",64,1116.20
,"Wisconsin","55","2015","2015","28 - 31 weeks","03","500 - 999 grams","02",53,859.38
,"Wisconsin","55","2015","2015","28 - 31 weeks","03","1000 - 1499 grams","03",270,1276.62
,"Wisconsin","55","2015","2015","28 - 31 weeks","03","1500 - 1999 grams","04",189,1684.71
,"Wisconsin","55","2015","2015","28 - 31 weeks","03","2000 - 2499 grams","05",22,2143.68
,"Wisconsin","55","2015","2015","28 - 31 weeks","03","2500 - 2999 grams","06",10,2737.90
,"Wisconsin","55","2015","2015","32 - 35 weeks","04","1000 - 1499 grams","03",104,1326.04
,"Wisconsin","55","2015","2015","32 - 35 weeks","04","1500 - 1999 grams","04",627,1808.07
,"Wisconsin","55","2015","2015","32 - 35 weeks","04","2000 - 2499 grams","05",1156,2257.25
,"Wisconsin","55","2015","2015","32 - 35 weeks","04","2500 - 2999 grams","06",709,2702.76
,"Wisconsin","55","2015","2015","32 - 35 weeks","04","3000 - 3499 grams","07",153,3192.05
,"Wisconsin","55","2015","2015","32 - 35 weeks","04","3500 - 3999 grams","08",33,3707.76
,"Wisconsin","55","2015","2015","36 weeks","05","1500 - 1999 grams","04",75,1827.27
,"Wisconsin","55","2015","2015","36 weeks","05","2000 - 2499 grams","05",591,2323.65
,"Wisconsin","55","2015","2015","36 weeks","05","2500 - 2999 grams","06",1087,2746.85
,"Wisconsin","55","2015","2015","36 weeks","05","3000 - 3499 grams","07",581,3185.09
,"Wisconsin","55","2015","2015","36 weeks","05","3500 - 3999 grams","08",108,3661.12
,"Wisconsin","55","2015","2015","36 weeks","05","4000 - 4499 grams","09",20,4194.85
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","1500 - 1999 grams","04",78,1872.44
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","2000 - 2499 grams","05",1204,2339.51
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","2500 - 2999 grams","06",7926,2806.17
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","3000 - 3499 grams","07",16871,3254.42
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","3500 - 3999 grams","08",11237,3707.65
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","4000 - 4499 grams","09",2757,4178.68
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","4500 - 4999 grams","10",375,4672.45
,"Wisconsin","55","2015","2015","37 - 39 weeks","06","5000 - 8165 grams","11",67,5256.01
,"Wisconsin","55","2015","2015","40 weeks","07","2000 - 2499 grams","05",42,2370.43
,"Wisconsin","55","2015","2015","40 weeks","07","2500 - 2999 grams","06",1103,2848.35
,"Wisconsin","55","2015","2015","40 weeks","07","3000 - 3499 grams","07",5624,3278.96
,"Wisconsin","55","2015","2015","40 weeks","07","3500 - 3999 grams","08",6104,3726.87
